time,EGT1,CHT1,EGT2,CHT2,EGT3,CHT3,EGT4,CHT4,EGT5,CHT5,EGT6,CHT6
2022-01-03T23:16:22.877454,1236,287,1241,274,1272,263,1186,304,1343,303,1202,283
2022-01-03T23:16:32.674381,1207,288,1210,275,1218,263,1127,305,1287,303,1152,283
2022-01-03T23:16:42.499198,1183,288,1188,275,1205,262,1112,304,1276,298,1146,280
2022-01-03T23:16:52.324217,1178,287,1186,274,1191,263,1106,302,1278,294,1149,276
2022-01-03T23:17:02.149581,1217,285,1231,273,1241,262,1158,299,1328,290,1191,272
2022-01-03T23:17:11.974767,1208,286,1216,273,1234,261,1151,298,1317,291,1174,272
2022-01-03T23:17:21.818814,1106,286,1111,273,1056,267,982,299,1060,294,949,271
2022-01-03T23:17:31.624278,1008,286,1001,274,903,273,839,298,855,290,762,270
2022-01-03T23:17:41.449176,926,286,933,274,845,274,766,296,734,283,647,266
2022-01-03T23:17:51.273321,863,285,887,274,807,274,735,294,650,278,593,263
2022-01-03T23:18:01.098483,862,284,910,275,824,272,774,291,730,272,680,258
2022-01-03T23:18:10.922579,945,284,978,274,889,268,834,287,872,265,801,254
2022-01-03T23:18:20.778436,996,281,1021,273,933,266,871,287,945,262,861,249
2022-01-03T23:18:30.574429,1016,281,1043,273,945,266,884,286,969,261,879,247
2022-01-03T23:18:40.400330,960,281,991,273,898,267,823,286,853,259,754,246
2022-01-03T23:18:50.224627,895,282,938,274,864,269,782,286,760,257,659,242
2022-01-03T23:19:00.048963,851,282,896,275,847,269,733,286,744,255,591,240
2022-01-03T23:19:09.872701,859,283,896,275,843,269,737,284,752,251,590,238
2022-01-03T23:19:19.717115,850,283,882,276,828,268,713,283,719,249,569,235
